UDI,ProductID,ProductType,AirTemp,ProcessTemp,TempDifference,RPM,RotationPerSeconds,Torque,Power,ToolWear,OverstrainReading,Target,FailureType
2526,M17385,M,298.8,308.6,9.8,1598,167.3421687,35.1,5873.710121,52,1825.2,0,No Failure
2527,L49706,L,298.8,308.6,9.8,1501,157.1843524,35,5501.452335,55,1925,0,No Failure
2528,L49707,L,298.8,308.5,9.7,1450,151.8436449,50.8,7713.657162,57,2895.6,0,No Failure
2529,L49708,L,298.8,308.6,9.8,1730,181.1651764,25.9,4692.178068,59,1528.1,0,No Failure
2530,M17389,M,298.8,308.6,9.8,1571,164.5147353,33.7,5544.146579,61,2055.7,0,No Failure
2531,L49710,L,298.9,308.7,9.8,1438,150.5870079,51.7,7785.348306,64,3308.8,0,No Failure
2532,M17391,M,298.8,308.5,9.7,1510,158.1268302,38.7,6119.50833,66,2554.2,0,No Failure
2533,L49712,L,298.9,308.7,9.8,1389,145.4557399,44.9,6530.96272,69,3098.1,0,No Failure
2534,L49713,L,298.8,308.7,9.9,1490,156.0324351,33.6,5242.68982,71,2385.6,0,No Failure
2535,L49714,L,298.9,308.7,9.8,1729,181.0604566,26.6,4816.208146,73,1941.8,0,No Failure
2536,L49715,L,299,308.8,9.8,1495,156.5560339,38.4,6011.751702,75,2880,0,No Failure
2537,L49716,L,298.9,308.8,9.9,1281,134.1460063,53.9,7230.46974,77,4150.3,0,No Failure
2538,H31951,H,298.9,308.7,9.8,1353,141.6858287,48.1,6815.088359,79,3799.9,0,No Failure
2539,L49718,L,299.1,308.8,9.7,1429,149.6445301,50.1,7497.190956,84,4208.4,0,No Failure
2540,L49719,L,299.1,308.8,9.7,1413,147.969014,42.1,6229.495489,86,3620.6,0,No Failure
2541,L49720,L,299.1,308.8,9.7,1502,157.2890722,38.3,6024.171465,88,3370.4,0,No Failure
2542,H31955,H,299.1,308.8,9.7,1553,162.6297797,32.6,5301.730818,90,2934,0,No Failure
2543,H31956,H,299.2,308.9,9.7,1712,179.2802208,26.4,4732.997828,95,2508,0,No Failure
2544,L49723,L,299.3,309,9.7,1786,187.0294826,23.5,4395.192842,100,2350,0,No Failure
2545,L49724,L,299.2,309,9.8,1951,204.3082422,21.4,4372.196384,102,2182.8,0,No Failure
2546,M17405,M,299.2,309,9.8,1541,161.3731426,36.3,5857.845078,104,3775.2,0,No Failure
2547,L49726,L,299.2,309.1,9.9,1605,168.075207,34.3,5764.979599,107,3670.1,0,No Failure
2548,L49727,L,299.2,309.1,9.9,1578,165.2477736,38.1,6295.940173,109,4152.9,0,No Failure
2549,M17408,M,299.3,309.2,9.9,1440,150.7964474,37.5,5654.866776,111,4162.5,0,No Failure
2550,L49729,L,299.4,309.2,9.8,1489,155.9277154,42.3,6595.74236,114,4822.2,0,No Failure
2551,L49730,L,299.4,309.3,9.9,1366,143.0471855,48.4,6923.483778,116,5614.4,0,No Failure
2552,L49731,L,299.3,309.2,9.9,1541,161.3731426,37.2,6003.080906,118,4389.6,0,No Failure
2553,H31966,H,299.3,309.1,9.8,1552,162.5250599,40.7,6614.76994,120,4884,0,No Failure
2554,L49733,L,299.3,309.1,9.8,1473,154.2521993,40.3,6216.363631,125,5037.5,0,No Failure
2555,L49734,L,299.3,309.1,9.8,1531,160.3259451,37.9,6076.353319,127,4813.3,0,No Failure
2556,L49735,L,299.3,309.2,9.9,1511,158.23155,37.2,5886.213659,129,4798.8,0,No Failure
2557,M17416,M,299.3,309.1,9.8,1449,151.7389252,47.9,7268.294516,131,6274.9,0,No Failure
2558,M17417,M,299.4,309.1,9.7,1440,150.7964474,50,7539.822369,134,6700,0,No Failure
2559,M17418,M,299.2,309,9.8,1881,196.9778594,23.9,4707.770839,137,3274.3,0,No Failure
2560,L49739,L,299.3,309,9.7,1447,151.5294857,50.4,7637.086077,140,7056,0,Random Failures
2561,M17420,M,299.4,309.1,9.7,1326,138.8583953,62,8609.220508,142,8804,0,No Failure
2562,L49741,L,299.4,309.2,9.8,1607,168.2846465,31.7,5334.623293,145,4596.5,0,No Failure
2563,L49742,L,299.3,309.1,9.8,1551,162.4203402,39.1,6350.635301,147,5747.7,0,No Failure
2564,L49743,L,299.3,309.1,9.8,1496,156.6607537,37.2,5827.780036,149,5542.8,0,No Failure
2565,L49744,L,299.3,309.1,9.8,1493,156.3465944,38,5941.170587,151,5738,0,No Failure
2566,L49745,L,299.4,309.1,9.7,1304,136.5545607,50.5,6896.005314,153,7726.5,0,No Failure
2567,M17426,M,299.3,309,9.7,1420,148.7020523,41.6,6186.005374,155,6448,0,No Failure
2568,L49747,L,299.4,309.1,9.7,1766,184.9350875,24.6,4549.403154,158,3886.8,0,No Failure
2569,L49748,L,299.6,309.2,9.6,1450,151.8436449,43.1,6544.461096,160,6896,0,No Failure
2570,H31983,H,299.5,309.2,9.7,1872,196.0353816,22.6,4430.399624,162,3661.2,0,No Failure
2571,L49750,L,299.6,309.2,9.6,1713,179.3849405,26.5,4753.700924,167,4425.5,0,No Failure
2572,M17431,M,299.5,309.2,9.7,1497,156.7654734,40.9,6411.707863,169,6912.1,0,No Failure
2573,M17432,M,299.4,309.1,9.7,1352,141.5811089,44.7,6328.675569,172,7688.4,0,No Failure
2574,L49753,L,299.5,309.2,9.7,1499,156.9749129,41.5,6514.458886,175,7262.5,0,No Failure
2575,L49754,L,299.5,309.3,9.8,1972,206.5073571,19.3,3985.591992,177,3416.1,0,No Failure
2576,L49755,L,299.5,309.3,9.8,1422,148.9114918,49.2,7326.445396,179,8806.8,0,No Failure
2577,L49756,L,299.5,309.3,9.8,1523,159.488187,41.5,6618.759762,181,7511.5,0,No Failure
2578,L49757,L,299.5,309.4,9.9,1563,163.6769773,41.5,6792.594556,183,7594.5,0,No Failure
2579,L49758,L,299.4,309.3,9.9,1391,145.6651794,46.6,6787.997359,185,8621,0,No Failure
2580,L49759,L,299.3,309.1,9.8,1795,187.9719604,24.7,4642.907423,187,4618.9,0,No Failure
2581,L49760,L,299.3,309.1,9.8,1293,135.4026434,53.7,7271.121949,189,10149.3,0,No Failure
2582,L49761,L,299.2,309.1,9.9,1345,140.8480706,60.7,8549.477888,191,11593.7,1,Overstrain Failure
2583,L49762,L,299.2,309,9.8,1615,169.1224045,33.7,5699.425032,193,6504.1,0,No Failure
2584,L49763,L,299.2,308.9,9.7,1342,140.5339114,50.8,7139.122698,195,9906,0,No Failure
2585,L49764,L,299.1,308.8,9.7,1502,157.2890722,46.7,7345.399671,197,9199.9,0,No Failure
2586,M17445,M,299,308.7,9.7,1620,169.6460033,35.4,6005.468517,199,7044.6,0,No Failure
2587,L49766,L,299,308.7,9.7,1537,160.9542636,42.8,6888.842483,202,8645.6,0,No Failure
2588,L49767,L,299,308.7,9.7,2248,235.4100095,16.8,3954.88816,204,3427.2,0,No Failure
2589,L49768,L,299,308.7,9.7,1706,178.6519022,28.6,5109.444404,206,5891.6,0,No Failure
2590,L49769,L,299,308.7,9.7,2250,235.619449,16.6,3911.282854,208,3452.8,0,No Failure
2591,L49770,L,299,308.7,9.7,1396,146.1887781,48.6,7104.774618,0,0,0,No Failure
2592,L49771,L,298.9,308.6,9.7,1522,159.3834673,46.4,7395.392882,2,92.8,0,No Failure
2593,L49772,L,298.9,308.6,9.7,1539,161.1637031,45.4,7316.832122,4,181.6,0,No Failure
2594,H32007,H,298.9,308.5,9.6,1415,148.1784535,54,8001.636489,6,324,0,No Failure
2595,L49774,L,298.8,308.5,9.7,1446,151.4247659,37,5602.716338,11,407,0,No Failure
2596,M17455,M,298.8,308.6,9.8,1486,155.6135561,41.1,6395.717156,13,534.3,0,No Failure
2597,L49776,L,299,308.7,9.7,1426,149.3303708,38.6,5764.152313,16,617.6,0,No Failure
2598,L49777,L,299,308.7,9.7,1449,151.7389252,38.9,5902.644189,18,700.2,0,No Failure
2599,L49778,L,299.1,308.8,9.7,1320,138.2300768,67.5,9330.530181,20,1350,1,Power Failure
2600,M17459,M,299.2,308.9,9.7,1447,151.5294857,39.6,6000.567632,22,871.2,0,No Failure
2601,L49780,L,299.3,309,9.7,1422,148.9114918,47.3,7043.513561,25,1182.5,0,No Failure
2602,L49781,L,299.3,309.1,9.8,1399,146.5029374,52.1,7632.803039,27,1406.7,0,No Failure
2603,L49782,L,299.4,309.2,9.8,1427,149.4350906,41.5,6201.556258,29,1203.5,0,No Failure
2604,M17463,M,299.3,309.2,9.9,1334,139.6961533,46.3,6467.931899,31,1435.3,0,No Failure
2605,M17464,M,299.3,309.1,9.8,1385,145.0368608,45.6,6613.680854,34,1550.4,0,No Failure
2606,L49785,L,299.4,309.2,9.8,1552,162.5250599,37.4,6078.437242,37,1383.8,0,No Failure
2607,H32020,H,299.4,309.3,9.9,1534,160.6401044,37.5,6024.003913,39,1462.5,0,No Failure
2608,L49787,L,299.4,309.3,9.9,1448,151.6342054,48.6,7369.422383,44,2138.4,0,No Failure
2609,L49788,L,299.5,309.3,9.8,1409,147.550135,44.7,6595.491033,46,2056.2,0,No Failure
2610,L49789,L,299.4,309.2,9.8,1621,169.750723,34.5,5856.399945,48,1656,0,No Failure
2611,H32024,H,299.4,309.1,9.7,1547,162.0014612,40.9,6625.859762,50,2045,0,No Failure
2612,L49791,L,299.4,309.1,9.7,1957,204.9365608,22.1,4529.097993,55,1215.5,0,No Failure
2613,L49792,L,299.4,309.1,9.7,2421,253.5265271,14.2,3600.076685,57,809.4,0,No Failure
2614,M17473,M,299.3,309.1,9.8,1571,164.5147353,38.3,6300.914362,59,2259.7,0,No Failure
2615,L49794,L,299.3,309.1,9.8,1634,171.1120799,36.8,6296.924539,62,2281.6,0,No Failure
2616,L49795,L,299.3,309,9.7,1516,158.7551488,38.7,6143.824257,64,2476.8,0,No Failure
2617,L49796,L,299.4,309.1,9.7,1207,126.3967444,66.5,8405.383505,66,4389,0,No Failure
2618,L49797,L,299.4,309.1,9.7,1670,174.881991,35.9,6278.263479,68,2441.2,0,No Failure
2619,M17478,M,299.4,309.1,9.7,1461,152.9955622,48.6,7435.584324,70,3402,0,No Failure
2620,L49799,L,299.4,309.2,9.8,1569,164.3052958,40.8,6703.656068,73,2978.4,0,No Failure
2621,L49800,L,299.4,309.2,9.8,1556,162.943939,35.7,5817.098621,75,2677.5,0,No Failure
2622,M17481,M,299.5,309.3,9.8,1506,157.7079512,41.5,6544.879975,77,3195.5,0,No Failure
2623,M17482,M,299.6,309.4,9.8,1642,171.9498379,30.3,5210.080089,80,2424,0,No Failure
2624,M17483,M,299.6,309.4,9.8,1283,134.3554458,62.1,8343.473185,83,5154.3,0,No Failure
2625,H32038,H,299.7,309.5,9.8,1375,143.9896633,46.8,6738.716242,86,4024.8,0,No Failure
2626,L49805,L,299.7,309.4,9.7,1399,146.5029374,39.9,5845.467203,91,3630.9,0,No Failure
2627,L49806,L,299.7,309.4,9.7,1650,172.7875959,29.8,5149.070359,93,2771.4,0,No Failure
2628,M17487,M,299.8,309.6,9.8,1346,140.9527904,53.2,7498.688449,95,5054,0,No Failure
2629,H32042,H,299.9,309.6,9.7,1410,147.6548547,51.2,7559.928562,98,5017.6,0,No Failure
2630,L49809,L,300,309.7,9.7,1586,166.0855316,37.8,6278.033095,103,3893.4,0,No Failure
2631,L49810,L,300,309.8,9.8,1372,143.675504,39.6,5689.549959,105,4158,0,No Failure
2632,H32045,H,300,309.7,9.7,1529,160.1165056,42.4,6788.939837,107,4536.8,0,No Failure
2633,M17492,M,300,309.7,9.7,1652,172.9970355,28.6,4947.715214,112,3203.2,0,No Failure
2634,L49813,L,300.1,309.8,9.7,1532,160.4306648,39.8,6385.140461,115,4577,0,No Failure
2635,L49814,L,300,309.7,9.7,1554,162.7344995,32,5207.503983,117,3744,0,No Failure
2636,H32049,H,299.9,309.6,9.7,1462,153.100282,51,7808.114381,119,6069,0,No Failure
2637,L49816,L,299.9,309.6,9.7,1254,131.3185729,61.3,8049.82852,124,7601.2,0,No Failure
2638,L49817,L,299.9,309.6,9.7,1294,135.5073631,49.7,6734.715947,126,6262.2,0,No Failure
2639,L49818,L,299.8,309.5,9.7,1739,182.1076542,27.5,5007.960489,128,3520,0,No Failure
2640,M17499,M,299.8,309.4,9.6,1412,147.8642942,47.8,7067.913264,130,6214,0,No Failure
2641,M17500,M,299.9,309.5,9.6,1372,143.675504,56.2,8074.563326,133,7474.6,0,No Failure
2642,H32055,H,299.8,309.5,9.7,1420,148.7020523,46.7,6944.385841,136,6351.2,0,No Failure
2643,L49822,L,299.8,309.5,9.7,1542,161.4778624,40.3,6507.557854,141,5682.3,0,No Failure
2644,M17503,M,299.8,309.4,9.6,1401,146.7123769,48.1,7056.86533,143,6878.3,0,No Failure
2645,L49824,L,299.8,309.4,9.6,1510,158.1268302,42.5,6720.390285,146,6205,0,No Failure
2646,H32059,H,299.9,309.5,9.6,1547,162.0014612,38.5,6237.056255,148,5698,0,No Failure
2647,M17506,M,299.8,309.5,9.7,1453,152.1578042,43.2,6573.217141,153,6609.6,0,No Failure
2648,L49827,L,299.8,309.4,9.6,1408,147.4454152,45.6,6723.510934,156,7113.6,0,No Failure
2649,L49828,L,299.8,309.4,9.6,1436,150.3775684,51.6,7759.482527,158,8152.8,0,No Failure
2650,M17509,M,299.9,309.5,9.6,1582,165.6666526,38.2,6328.466129,160,6112,0,No Failure
2651,L49830,L,299.9,309.6,9.7,1280,134.0412866,59.3,7948.648293,163,9665.9,0,No Failure
2652,L49831,L,299.9,309.5,9.6,2008,210.2772683,20.4,4289.656273,165,3366,0,No Failure
2653,L49832,L,299.9,309.5,9.6,1772,185.5634061,23.5,4360.740043,167,3924.5,0,No Failure
2654,L49833,L,299.9,309.5,9.6,1779,186.2964444,26.1,4862.337198,169,4410.9,0,No Failure
2655,L49834,L,299.9,309.5,9.6,1567,164.0958563,35.5,5825.402898,171,6070.5,0,No Failure
2656,M17515,M,299.8,309.4,9.6,1751,183.3642912,27,4950.835863,173,4671,0,No Failure
2657,L49836,L,299.9,309.5,9.6,1349,141.2669497,51.3,7246.994517,176,9028.8,0,No Failure
2658,M17517,M,300,309.5,9.5,1425,149.225651,40.8,6088.406563,178,7262.4,0,No Failure
2659,L49838,L,300,309.4,9.4,1395,146.0840584,44.5,6500.740598,181,8054.5,0,No Failure
2660,H32073,H,299.8,309.3,9.5,1595,167.0280094,32.1,5361.599102,183,5874.3,0,No Failure
2661,L49840,L,299.8,309.3,9.5,1291,135.1932039,56.4,7624.896698,188,10603.2,0,No Failure
2662,M17521,M,299.9,309.4,9.5,1509,158.0221105,42.8,6763.346328,190,8132,0,No Failure
2663,M17522,M,299.9,309.4,9.5,1483,155.2993968,38.1,5916.90702,193,7353.3,0,No Failure
2664,L49843,L,299.9,309.3,9.4,1620,169.6460033,31.1,5275.990702,196,6095.6,0,No Failure
2665,M17524,M,299.9,309.4,9.5,1487,155.7182759,42.2,6571.311241,198,8355.6,0,No Failure
2666,L49845,L,299.8,309.4,9.6,2256,236.2477675,15.9,3756.339504,201,3195.9,0,No Failure
2667,H32080,H,299.7,309.2,9.5,1691,177.0811059,27.7,4905.146634,203,5623.1,0,No Failure
2668,M17527,M,299.8,309.3,9.5,1663,174.1489528,35.2,6130.043137,208,7321.6,0,No Failure
2669,M17528,M,299.8,309.3,9.5,1640,171.7403984,31.1,5341.12639,211,6562.1,0,No Failure
2670,H32083,H,299.7,309.3,9.6,1494,156.4513141,37.8,5913.859675,214,8089.2,0,No Failure
2671,L49850,L,299.8,309.4,9.6,1467,153.6238808,46.2,7097.423291,219,10117.8,0,No Failure
2672,M17531,M,299.7,309.3,9.6,1399,146.5029374,41.9,6138.473078,221,9259.9,1,Tool Wear Failure
2673,L49852,L,299.7,309.3,9.6,1445,151.3200461,42.6,6446.233966,0,0,0,No Failure
2674,L49853,L,299.8,309.4,9.6,1480,154.9852376,40.9,6338.896217,2,81.8,0,No Failure
2675,L49854,L,299.7,309.3,9.6,1546,161.8967414,37.2,6022.558781,4,148.8,0,No Failure
2676,L49855,L,299.7,309.3,9.6,1574,164.8288946,35.8,5900.874425,6,214.8,0,No Failure
2677,L49856,L,299.7,309.3,9.6,1592,166.7138502,34.2,5701.613675,8,273.6,0,No Failure
2678,L49857,L,299.8,309.5,9.7,1495,156.5560339,39.6,6199.618943,10,396,0,No Failure
2679,L49858,L,299.8,309.6,9.8,1447,151.5294857,43.1,6530.920832,12,517.2,0,No Failure
2680,L49859,L,299.8,309.5,9.7,1476,154.5663586,44.4,6862.74632,14,621.6,0,No Failure
2681,L49860,L,299.8,309.5,9.7,1641,171.8451182,27.1,4657.002702,16,433.6,0,No Failure
2682,L49861,L,299.8,309.5,9.7,1545,161.7920217,32.2,5209.703097,18,579.6,0,No Failure
2683,M17542,M,299.9,309.6,9.7,1364,142.837746,44.4,6341.995922,20,888,0,No Failure
2684,L49863,L,299.8,309.5,9.7,1590,166.5044106,28.5,4745.375703,23,655.5,0,No Failure
2685,L49864,L,299.8,309.4,9.6,1460,152.8908425,37.4,5718.117509,25,935,0,No Failure
2686,L49865,L,299.8,309.4,9.6,1609,168.494086,32.5,5476.057795,27,877.5,0,No Failure
2687,L49866,L,299.8,309.4,9.6,1633,171.0073601,27.5,4702.702403,29,797.5,0,No Failure
2688,L49867,L,299.9,309.4,9.5,1348,141.1622299,52.8,7453.365739,31,1636.8,0,No Failure
2689,L49868,L,299.9,309.4,9.5,1322,138.4395163,53.9,7461.889927,33,1778.7,0,No Failure
2690,L49869,L,300,309.5,9.5,1641,171.8451182,30.1,5172.538056,35,1053.5,0,No Failure
2691,L49870,L,300,309.5,9.5,1728,180.9557368,26,4704.849158,37,962,0,No Failure
2692,L49871,L,300,309.6,9.6,1431,149.8539696,47.7,7148.034349,39,1860.3,0,No Failure
2693,L49872,L,300.1,309.7,9.6,1641,171.8451182,30.4,5224.091592,41,1246.4,0,No Failure
2694,M17553,M,300.1,309.6,9.5,1622,169.8554428,36.1,6131.781485,43,1552.3,0,No Failure
2695,M17554,M,300.1,309.6,9.5,1625,170.1696021,38,6466.444879,46,1748,0,No Failure
2696,L49875,L,300,309.5,9.5,1869,195.7212223,22.7,4442.871747,49,1112.3,0,No Failure
2697,L49876,L,300,309.6,9.6,1452,152.0530844,46,6994.441884,51,2346,0,No Failure
2698,L49877,L,300,309.6,9.6,1618,169.4365638,28.7,4862.829381,53,1521.1,0,No Failure
2699,L49878,L,300,309.4,9.4,2010,210.4867078,20,4209.734156,55,1100,0,No Failure
2700,L49879,L,299.9,309.4,9.5,1363,142.7330262,60.9,8692.441297,57,3471.3,0,No Failure
2701,L49880,L,299.9,309.3,9.4,1473,154.2521993,40.4,6231.788851,59,2383.6,0,No Failure
2702,L49881,L,299.9,309.2,9.3,1333,139.5914336,50.8,7091.244826,61,3098.8,0,No Failure
2703,L49882,L,299.8,309.2,9.4,1760,184.306769,25.9,4773.545317,63,1631.7,0,No Failure
2704,M17563,M,299.8,309.2,9.4,1372,143.675504,58.2,8361.914334,65,3783,0,No Failure
2705,M17564,M,299.7,309.2,9.5,1608,168.3893662,34.4,5792.594198,68,2339.2,0,No Failure
2706,L49885,L,299.7,309.2,9.5,1326,138.8583953,64.8,8998.024015,71,4600.8,0,No Failure
2707,M17566,M,299.6,309.1,9.5,1560,163.362818,37.1,6060.760547,73,2708.3,0,No Failure
2708,M17567,M,299.6,309,9.4,1539,161.1637031,36.1,5818.009683,76,2743.6,0,No Failure
2709,L49888,L,299.6,309.1,9.5,2266,237.2949651,15.3,3630.612966,79,1208.7,0,No Failure
2710,L49889,L,299.6,309.1,9.5,1641,171.8451182,35.8,6152.05523,81,2899.8,0,No Failure
2711,L49890,L,299.6,309.1,9.5,1574,164.8288946,39.2,6461.292667,83,3253.6,0,No Failure
2712,L49891,L,299.6,309.1,9.5,1407,147.3406955,50.6,7455.43919,85,4301,0,No Failure
2713,H32126,H,299.7,309.2,9.5,1302,136.3451212,55.5,7567.154225,87,4828.5,0,No Failure
2714,M17573,M,299.6,309.2,9.6,1651,172.8923157,30.8,5325.083324,92,2833.6,0,No Failure
2715,M17574,M,299.6,309.1,9.5,1366,143.0471855,55.2,7896.204639,95,5244,0,No Failure
2716,M17575,M,299.5,309,9.5,1701,178.1283035,28.6,5094.469479,98,2802.8,0,No Failure
2717,L49896,L,299.5,309,9.5,1498,156.8701932,44.6,6996.410615,101,4504.6,0,No Failure
2718,M17577,M,299.5,309.1,9.6,1422,148.9114918,45.3,6745.690578,103,4665.9,0,No Failure
2719,L49898,L,299.5,309.1,9.6,1357,142.1047077,47.3,6721.552674,106,5013.8,0,No Failure
2720,L49899,L,299.5,309.2,9.7,1690,176.9763862,29.2,5167.710476,108,3153.6,0,No Failure
2721,L49900,L,299.6,309.2,9.6,1559,163.2580982,39.1,6383.391641,110,4301,0,No Failure
2722,M17581,M,299.6,309.3,9.7,1553,162.6297797,32.4,5269.204862,112,3628.8,0,No Failure
2723,L49902,L,299.6,309.3,9.7,1558,163.1533785,34.8,5677.737571,115,4002,0,No Failure
2724,L49903,L,299.7,309.4,9.7,1362,142.6283065,51.9,7402.409106,117,6072.3,0,No Failure
2725,M17584,M,299.8,309.3,9.5,1470,153.93804,42.7,6573.154309,119,5081.3,0,No Failure
2726,L49905,L,299.8,309.4,9.6,1555,162.8392192,34.8,5666.804829,122,4245.6,0,No Failure
2727,M17586,M,299.8,309.4,9.6,1423,149.0162115,42.9,6392.795475,124,5319.6,0,No Failure
2728,L49907,L,299.7,309.3,9.6,1434,150.1681288,38.5,5781.47296,127,4889.5,0,No Failure
2729,L49908,L,299.7,309.3,9.6,1779,186.2964444,25.5,4750.559331,129,3289.5,0,No Failure
2730,L49909,L,299.7,309.3,9.6,1417,148.387893,54.6,8101.978958,131,7152.6,0,No Failure
2731,L49910,L,299.6,309.2,9.6,1425,149.225651,45.9,6849.457383,133,6104.7,0,No Failure
2732,M17591,M,299.7,309.2,9.5,1597,167.2374489,32.9,5502.11207,135,4441.5,0,No Failure
2733,L49912,L,299.7,309.2,9.5,1346,140.9527904,57.4,8090.690168,138,7921.2,0,No Failure
2734,L49913,L,299.7,309.2,9.5,1422,148.9114918,40.4,6016.024268,140,5656,0,No Failure
2735,H32148,H,299.7,309.2,9.5,1572,164.619455,32.8,5399.518126,142,4657.6,0,No Failure
2736,L49915,L,299.7,309.2,9.5,1412,147.8642942,45.4,6713.038958,147,6673.8,0,No Failure
2737,M17596,M,299.7,309.1,9.4,1576,165.0383341,36.4,6007.39536,149,5423.6,0,No Failure
2738,M17597,M,299.7,309.1,9.4,1508,157.9173907,41.2,6506.196498,152,6262.4,0,No Failure
2739,M17598,M,299.8,309.1,9.3,1496,156.6607537,44.4,6955.737462,155,6882,0,No Failure
2740,L49919,L,299.8,309.2,9.4,1572,164.619455,35.4,5827.528709,158,5593.2,0,No Failure
2741,L49920,L,299.6,309,9.4,1525,159.6976266,42.8,6835.058417,160,6848,0,No Failure
2742,L49921,L,299.6,309,9.4,1378,144.3038226,51.9,7489.368391,162,8407.8,0,No Failure
2743,L49922,L,299.6,309.1,9.5,1369,143.3613448,51.4,7368.773121,164,8429.6,0,No Failure
2744,L49923,L,299.6,309.1,9.5,1476,154.5663586,45.3,7001.856043,166,7519.8,0,No Failure
2745,L49924,L,299.7,309.2,9.5,1620,169.6460033,30,5089.380099,168,5040,0,No Failure
2746,M17605,M,299.7,309.1,9.4,1603,167.8657675,38.5,6462.832047,170,6545,0,No Failure
2747,L49926,L,299.7,309.2,9.5,1411,147.7595745,46.1,6811.716383,173,7975.3,0,No Failure
2748,L49927,L,299.7,309.2,9.5,1616,169.2271243,31.6,5347.577127,175,5530,0,No Failure
2749,L49928,L,299.7,309.2,9.5,1631,170.7979206,35.1,5995.007013,177,6212.7,0,No Failure
2750,M17609,M,299.7,309.2,9.5,1685,176.4527874,28.9,5099.485555,179,5173.1,1,No Failure
2751,H32164,H,299.7,309.2,9.5,1456,152.4719635,40.6,6190.361716,182,7389.2,0,No Failure
2752,L49931,L,299.7,309.1,9.4,1417,148.387893,50.1,7434.23344,187,9368.7,0,No Failure
2753,M17612,M,299.7,309.1,9.4,1851,193.8362667,24.7,4787.755788,189,4668.3,0,No Failure
2754,L49933,L,299.7,309.1,9.4,1715,179.59438,27.8,4992.723765,192,5337.6,0,No Failure
2755,H32168,H,299.6,309.1,9.5,1630,170.6932008,32.3,5513.390387,194,6266.2,0,No Failure
2756,L49935,L,299.7,309.2,9.5,1478,154.7757981,38.8,6005.300965,199,7721.2,0,No Failure
2757,L49936,L,299.7,309.2,9.5,1781,186.5058839,29.6,5520.574162,201,5949.6,0,No Failure
2758,L49937,L,299.8,309.2,9.4,1439,150.6917276,36.1,5439.971367,203,7328.3,0,No Failure
2759,M17618,M,299.7,309.2,9.5,1412,147.8642942,45.3,6698.252529,205,9286.5,0,No Failure
2760,L49939,L,299.7,309.1,9.4,1483,155.2993968,41.1,6382.80521,208,8548.8,0,No Failure
2761,L49940,L,299.8,309.2,9.4,1400,146.6076572,42.6,6245.486195,210,8946,0,No Failure
2762,L49941,L,299.8,309.3,9.5,1299,136.0309619,65.1,8855.61562,212,13801.2,1,Overstrain Failure
2763,L49942,L,299.8,309.2,9.4,1479,154.8805178,44.4,6876.694991,214,9501.6,0,No Failure
2764,L49943,L,299.8,309.2,9.4,1491,156.1371549,47.5,7416.514857,216,10260,0,No Failure
2765,M17624,M,299.9,309.3,9.4,1389,145.4557399,52.8,7680.063065,0,0,0,No Failure
2766,M17625,M,299.9,309.4,9.5,1399,146.5029374,54.8,8028.36097,3,164.4,0,No Failure
2767,M17626,M,299.9,309.4,9.5,1889,197.8156174,26,5143.206053,6,156,0,No Failure
2768,L49947,L,300,309.5,9.5,1925,201.5855286,21.9,4414.723076,9,197.1,0,No Failure
2769,L49948,L,300,309.5,9.5,1675,175.4055898,30.2,5297.248813,11,332.2,0,No Failure
2770,M17629,M,300,309.6,9.6,1477,154.6710783,38.1,5892.968084,13,495.3,0,No Failure
2771,L49950,L,300,309.6,9.6,1364,142.837746,45.9,6556.252541,16,734.4,0,No Failure
2772,L49951,L,299.9,309.5,9.6,1451,151.9483647,39.4,5986.765568,18,709.2,0,No Failure
2773,L49952,L,299.9,309.4,9.5,1467,153.6238808,41.2,6329.303887,20,824,0,No Failure
2774,L49953,L,299.9,309.4,9.5,1858,194.569305,22.5,4377.809363,22,495,0,No Failure
2775,L49954,L,300.1,309.4,9.3,1559,163.2580982,39.7,6481.3465,24,952.8,0,No Failure
2776,L49955,L,300.1,309.4,9.3,1560,163.362818,47.7,7792.406418,26,1240.2,0,No Failure
2777,L49956,L,300.1,309.4,9.3,1453,152.1578042,47.6,7242.711479,28,1332.8,0,No Failure
2778,L49957,L,300.1,309.4,9.3,1464,153.3097215,41.7,6393.015386,30,1251,0,No Failure
2779,L49958,L,300,309.4,9.4,1308,136.9734397,50.2,6876.066673,32,1606.4,0,No Failure
2780,L49959,L,300.1,309.5,9.4,1353,141.6858287,50.9,7211.80868,34,1730.6,0,No Failure
2781,M17640,M,300.2,309.6,9.4,1556,162.943939,35.8,5833.393015,36,1288.8,0,No Failure
2782,L49961,L,300.2,309.5,9.3,2183,228.6032254,17.8,4069.137413,39,694.2,0,No Failure
2783,M17642,M,300.2,309.6,9.4,1491,156.1371549,41.8,6526.533074,41,1713.8,0,No Failure
2784,M17643,M,300.2,309.6,9.4,1528,160.0117858,35.1,5616.413682,44,1544.4,0,No Failure
2785,L49964,L,300.2,309.6,9.4,1430,149.7492498,52.7,7891.785466,47,2476.9,0,No Failure
2786,L49965,L,300.2,309.5,9.3,1495,156.5560339,32.6,5103.726705,49,1597.4,0,No Failure
2787,M17646,M,300.2,309.5,9.3,1630,170.6932008,28.3,4830.617584,51,1443.3,0,No Failure
2788,M17647,M,300.3,309.6,9.3,1524,159.5929068,38.4,6128.367621,54,2073.6,0,No Failure
